file_path,category_urdu,category_english,text_sample
2021\10\20250618_131000_رام اور چکبست - مضمون نگار_ احسان حسن.txt,سیاست,politics,"Title: رام اور چکبست - مضمون نگار: احسان حسن

Published: -اکتوبر 05, 2021
Author: 

================..."
2021\10\20250618_131002_ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار_ نظام ا.txt,سیاست,politics,"Title: ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار: نظام الدین احمد

Published: -اکتوبر 04, 2021
Auth..."
2021\10\20250618_131004_ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار_ نظام ا.txt,سیاست,politics,"Title: ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار: نظام الدین احمد

Published: -اکتوبر 04, 2021
Auth..."
2021\10\20250618_131024_ماحولیاتی تحفظ اور ادب اطفال - مضمون نگار_  زاہد ن.txt,سیاست,politics,"Title: ماحولیاتی تحفظ اور ادب اطفال - مضمون نگار:  زاہد ندیم احسن

Published: -ستمبر 27, 2021
Author..."
2021\10\20250618_131024_ماہنامہ معارف اور تحقیقات سلیمانی-  مضمون نگار_ اط.txt,سیاست,politics,"Title: ماہنامہ معارف اور تحقیقات سلیمانی-  مضمون نگار: اطہر حسین

Published: -ستمبر 24, 2021
Author:..."
2021\10\20250618_131024_مغربی بنگال میں 2000 کے بعد اردو افسانہ - مضمون نگ.txt,سیاست,politics,"Title: مغربی بنگال میں 2000 کے بعد اردو افسانہ - مضمون نگار : محمد علی حسین شائق

Published: -ستمبر ..."
2021\10\20250618_131048_حسرت کا شاعرانہ کردار - مضمون نگار_  قیصر زماں.txt,سیاست,politics,"Title: حسرت کا شاعرانہ کردار - مضمون نگار:  قیصر زماں

Published: -ستمبر 23, 2021
Author: 
Original ..."
2021\10\20250618_131048_عصر جدید میں طلبا میں اضطراب_ مسائل اور حل -  محمد.txt,سیاست,politics,"Title: عصر جدید میں طلبا میں اضطراب: مسائل اور حل -  محمد اطہر حسین

Published: -ستمبر 21, 2021
Auth..."
2021\10\20250618_131048_کتھارسس کی نفسیاتی اہمیت اور ادبی معنویت -  مضمون .txt,سیاست,politics,"Title: کتھارسس کی نفسیاتی اہمیت اور ادبی معنویت -  مضمون نگار:  وحیدالظفر خاں

Published: -ستمبر 22,..."
2021\10\20250618_131115_تمل ناڈو میں اردو افسانہ - مضمون نگار_ اسانغنی مشت.txt,سیاست,politics,"Title: تمل ناڈو میں اردو افسانہ - مضمون نگار: اسانغنی مشتاق رفیقی

Published: -ستمبر 09, 2021
Author..."
2021\10\20250618_131115_سید محمد نسیم انہونوی_ حیات و خدمات - مضمون نگار_ .txt,سیاست,politics,"Title: سید محمد نسیم انہونوی: حیات و خدمات - مضمون نگار: شہلا پروین

Published: -ستمبر 07, 2021
Auth..."
2021\10\20250618_131115_ورچوئل تدریس میں گوگل کلاس روم کا استعمال  - مضمون.txt,سیاست,politics,"Title: ورچوئل تدریس میں گوگل کلاس روم کا استعمال  - مضمون نگار : مشتاق احمد آئی پٹیل

Published: -س..."
2021\10\20250618_131144_ا_منہ ابوالحسن_ اردو افسانے کا ایک معتبر نام -  مض.txt,سیاست,politics,"Title: آمنہ ابوالحسن: اردو افسانے کا ایک معتبر نام -  مضمون نگار :  ارشاد شفق

Published: -اگست 23,..."
2021\10\20250618_131144_اکیسویں صدی میں اردو فکشن تنقید - مضمون نگار_ نظیر.txt,سیاست,politics,"Title: اکیسویں صدی میں اردو فکشن تنقید - مضمون نگار: نظیر احمد گنائی

Published: -ستمبر 03, 2021
Aut..."
2021\10\20250618_131144_کشمیر کی درد ا_شنا_ ترنم ریاض - مضمون نگار_ قدوس ج.txt,سیاست,politics,"Title: کشمیر کی درد آشنا: ترنم ریاض - مضمون نگار: قدوس جاوید

Published: -اگست 26, 2021
Author: 
Or..."
2021\11\20250618_115204_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_115204_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_115208_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_115208_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_115208_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_115213_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_115213_سرسید کے زینو بھیا _سید زین العابدین_ _14 جون 1832.txt,سیاست,politics,Title: سرسید کے زینو بھیا (سید زین العابدین) (14 جون 1832- 27 ستمبر 1905) - مضمون نگار: صغیر افراہیم...
2021\11\20250618_115213_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_115217_اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون.txt,سیاست,politics,"Title: اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون نگار: ساجد علی قادری

Published: -اکتوبر 2..."
2021\11\20250618_115217_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_115221_اردو لوک گیتوں کے امتیازات - مضمون نگار_ عبداللہ ا.txt,سیاست,politics,"Title: اردو لوک گیتوں کے امتیازات - مضمون نگار: عبداللہ امتیاز احمد

Published: -اکتوبر 27, 2021
Aut..."
2021\11\20250618_115221_الیاس احمد گدی کی سفرنامہ نگاری _ لکشمن ریکھا کے پ.txt,سیاست,politics,"Title: الیاس احمد گدی کی سفرنامہ نگاری : لکشمن ریکھا کے پار ’ کے حوالے سے - مضمون نگار: فیروز عالم

..."
2021\11\20250618_115221_تحقیق کے معلم او_ل_ پروفیسر حافظ محمود شیرانی - مض.txt,سیاست,politics,"Title: تحقیق کے معلم اوّل: پروفیسر حافظ محمود شیرانی - مضمون نگار : راشد میاں

Published: -اکتوبر 25..."
2021\11\20250618_115226_اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاست_.txt,سیاست,politics,Title: اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاستِ اڈیشا کے حوالے سے - مضمون نگار: سعید رحمان...
2021\11\20250618_115226_دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون ن.txt,سیاست,politics,"Title: دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون نگار : سرفراز جاوید

Published: -اکتوبر 20, ..."
2021\11\20250618_115226_غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشری.txt,سیاست,politics,"Title: غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشریح - مضمون نگار: جمال عبد الواجد

Published:..."
2021\11\20250618_115229_اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار_ م.txt,سیاست,politics,"Title: اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار: محمد علیم اسماعیل

Published: -اکتوبر 12, 20..."
2021\11\20250618_115229_عہد وسطی_ کے دیہی بازار اور زرعی پیداوار - مضمون ن.txt,سیاست,politics,"Title: عہد وسطیٰ کے دیہی بازار اور زرعی پیداوار - مضمون نگار منصور احمد صدیقی

Published: -اکتوبر 20..."
2021\11\20250618_115229_پروقار افسانہ نگار_ ا_نجہانی رتن سنگھ - مضمون نگار.txt,سیاست,politics,"Title: پروقار افسانہ نگار: آنجہانی رتن سنگھ - مضمون نگار:  نارائن پاٹیدار

Published: -اکتوبر 08, 2..."
2021\11\20250618_115233_اردو میں افسانچہ نگاری کا تحقیقی و تنقیدی جائزہ - .txt,سیاست,politics,"Title: اردو میں افسانچہ نگاری کا تحقیقی و تنقیدی جائزہ - مضمون نگار: فردوس احمد بھٹ

Published: -اکت..."
2021\11\20250618_115233_اردو_ قومی یکجہتی اور اتحاد - مضمون نگار_  قمر سلی.txt,سیاست,politics,"Title: اردو، قومی یکجہتی اور اتحاد - مضمون نگار:  قمر سلیم

Published: -اکتوبر 07, 2021
Author: 
Ori..."
2021\11\20250618_115233_نقد مثنوی_ کاشف الحقائق کے ا_ئینے میں _ مضمون نگار.txt,سیاست,politics,"Title: نقد مثنوی: کاشف الحقائق کے آئینے میں ۔ مضمون نگار:  سلمی محمد رفیق

Published: -اکتوبر 05, 2..."
2021\11\20250618_115237_جدیدیت اور جدید افسانہ  - مضمون نگار_ محمد اقبال ج.txt,سیاست,politics,"Title: جدیدیت اور جدید افسانہ  - مضمون نگار: محمد اقبال جاوید

Published: -اکتوبر 01, 2021
Author: 
..."
2021\11\20250618_115237_رام اور چکبست - مضمون نگار_ احسان حسن.txt,سیاست,politics,"Title: رام اور چکبست - مضمون نگار: احسان حسن

Published: -اکتوبر 05, 2021
Author: 
Original URL: htt..."
2021\11\20250618_115237_ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار_ نظام ا.txt,سیاست,politics,"Title: ریڈیو اور اردو کا باہمی رشتہ -  مضمون نگار: نظام الدین احمد

Published: -اکتوبر 04, 2021
Auth..."
2021\11\20250618_115242_ماحولیاتی تحفظ اور ادب اطفال - مضمون نگار_  زاہد ن.txt,سیاست,politics,"Title: ماحولیاتی تحفظ اور ادب اطفال - مضمون نگار:  زاہد ندیم احسن

Published: -ستمبر 27, 2021
Author..."
2021\11\20250618_115242_ماہنامہ معارف اور تحقیقات سلیمانی-  مضمون نگار_ اط.txt,سیاست,politics,"Title: ماہنامہ معارف اور تحقیقات سلیمانی-  مضمون نگار: اطہر حسین

Published: -ستمبر 24, 2021
Author:..."
2021\11\20250618_115242_مغربی بنگال میں 2000 کے بعد اردو افسانہ - مضمون نگ.txt,سیاست,politics,"Title: مغربی بنگال میں 2000 کے بعد اردو افسانہ - مضمون نگار : محمد علی حسین شائق

Published: -ستمبر ..."
2021\11\20250618_121627_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_121627_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_121631_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_121631_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_121631_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_121635_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_121635_سرسید کے زینو بھیا _سید زین العابدین_ _14 جون 1832.txt,سیاست,politics,Title: سرسید کے زینو بھیا (سید زین العابدین) (14 جون 1832- 27 ستمبر 1905) - مضمون نگار: صغیر افراہیم...
2021\11\20250618_121635_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_121639_اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون.txt,سیاست,politics,"Title: اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون نگار: ساجد علی قادری

Published: -اکتوبر 2..."
2021\11\20250618_121639_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_121644_اردو لوک گیتوں کے امتیازات - مضمون نگار_ عبداللہ ا.txt,سیاست,politics,"Title: اردو لوک گیتوں کے امتیازات - مضمون نگار: عبداللہ امتیاز احمد

Published: -اکتوبر 27, 2021
Aut..."
2021\11\20250618_121644_الیاس احمد گدی کی سفرنامہ نگاری _ لکشمن ریکھا کے پ.txt,سیاست,politics,"Title: الیاس احمد گدی کی سفرنامہ نگاری : لکشمن ریکھا کے پار ’ کے حوالے سے - مضمون نگار: فیروز عالم

..."
2021\11\20250618_121644_تحقیق کے معلم او_ل_ پروفیسر حافظ محمود شیرانی - مض.txt,سیاست,politics,"Title: تحقیق کے معلم اوّل: پروفیسر حافظ محمود شیرانی - مضمون نگار : راشد میاں

Published: -اکتوبر 25..."
2021\11\20250618_121648_اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاست_.txt,سیاست,politics,Title: اکیسویں صدی میں اردو تنقید نگاری کی پیش رفت ریاستِ اڈیشا کے حوالے سے - مضمون نگار: سعید رحمان...
2021\11\20250618_121648_دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون ن.txt,سیاست,politics,"Title: دولت و صحت کی نعمت کا فلسفہ اور کلام نظیر- مضمون نگار : سرفراز جاوید

Published: -اکتوبر 20, ..."
2021\11\20250618_121648_غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشری.txt,سیاست,politics,"Title: غالب کے غیرمتداول کلام سے تین اشعار اور ان کی تشریح - مضمون نگار: جمال عبد الواجد

Published:..."
2021\11\20250618_121652_اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار_ م.txt,سیاست,politics,"Title: اردو افسانوں میں خودکلامی کے عناصر - مضمون نگار: محمد علیم اسماعیل

Published: -اکتوبر 12, 20..."
2021\11\20250618_121652_عہد وسطی_ کے دیہی بازار اور زرعی پیداوار - مضمون ن.txt,سیاست,politics,"Title: عہد وسطیٰ کے دیہی بازار اور زرعی پیداوار - مضمون نگار منصور احمد صدیقی

Published: -اکتوبر 20..."
2021\11\20250618_121652_پروقار افسانہ نگار_ ا_نجہانی رتن سنگھ - مضمون نگار.txt,سیاست,politics,"Title: پروقار افسانہ نگار: آنجہانی رتن سنگھ - مضمون نگار:  نارائن پاٹیدار

Published: -اکتوبر 08, 2..."
2021\11\20250618_121656_اردو میں افسانچہ نگاری کا تحقیقی و تنقیدی جائزہ - .txt,سیاست,politics,"Title: اردو میں افسانچہ نگاری کا تحقیقی و تنقیدی جائزہ - مضمون نگار: فردوس احمد بھٹ

Published: -اکت..."
2021\11\20250618_121656_اردو_ قومی یکجہتی اور اتحاد - مضمون نگار_  قمر سلی.txt,سیاست,politics,"Title: اردو، قومی یکجہتی اور اتحاد - مضمون نگار:  قمر سلیم

Published: -اکتوبر 07, 2021
Author: 
Ori..."
2021\11\20250618_121656_نقد مثنوی_ کاشف الحقائق کے ا_ئینے میں _ مضمون نگار.txt,سیاست,politics,"Title: نقد مثنوی: کاشف الحقائق کے آئینے میں ۔ مضمون نگار:  سلمی محمد رفیق

Published: -اکتوبر 05, 2..."
2021\11\20250618_130024_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_130026_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_130045_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_130047_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_130049_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_130051_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_130054_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_130056_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_130114_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_130116_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_130118_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_130120_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_130122_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_130123_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_130142_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_130143_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_130322_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_130322_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_130324_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_130325_قرۃالعین حیدر_ اپنی تخلیق کے ا_ئینے میں - مضمون نگ.txt,سیاست,politics,"Title: قرۃالعین حیدر: اپنی تخلیق کے آئینے میں - مضمون نگار: ڈاکٹر محمد شارب

Published: -نومبر 24, ..."
2021\11\20250618_130327_منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار_ ڈاک.txt,سیاست,politics,"Title: منٹو کے افسانوں میں تانیثی عناصر - مضمون نگار: ڈاکٹرہردے بھانو پرتاپ

Published: -نومبر 22, 2..."
2021\11\20250618_130344_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_130344_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_130344_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_130346_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_130348_نواب شاہ جہاں بیگم_ بھوپال کی نامور خاتون حکمراں -.txt,سیاست,politics,"Title: نواب شاہ جہاں بیگم: بھوپال کی نامور خاتون حکمراں - مضمون نگار: ڈاکٹر نکہت فاطمہ

Published: -..."
2021\11\20250618_130350_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_130352_سلطان حیدر جوش علیگ کا افسانہ _اتفاقات زمانہ_ - مض.txt,سیاست,politics,"Title: سلطان حیدر جوش علیگ کا افسانہ ’اتفاقات زمانہ‘ - مضمون نگار: شہزاد بخت

Published: -نومبر 16, ..."
2021\11\20250618_130353_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_130355_دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار.txt,سیاست,politics,"Title: دکن کی مایہ ناز محقق ڈاکٹر ثمینہ شوکت - مضمون نگار : ڈاکٹر رؤف خیر

Published: -نومبر 15, 20..."
2021\11\20250618_130411_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_130411_سرسید کے زینو بھیا _سید زین العابدین_ _14 جون 1832.txt,سیاست,politics,Title: سرسید کے زینو بھیا (سید زین العابدین) (14 جون 1832- 27 ستمبر 1905) - مضمون نگار: صغیر افراہیم...
2021\11\20250618_130411_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_130413_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_130415_حیرت فرخ ا_بادی_ ایک معتبر شاعر - مضمون نگار_ نصیر.txt,سیاست,politics,"Title: حیرت فرخ آبادی: ایک معتبر شاعر - مضمون نگار: نصیر افسر

Published: -نومبر 12, 2021
Author: 
..."
2021\11\20250618_130417_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_130418_محرک_ تعلیم مصلح_ ملک و ملت نواب مشتاق حسین وقارال.txt,سیاست,politics,"Title: محرکِ تعلیم مصلحِ ملک و ملت نواب مشتاق حسین وقارالملک - مضمون نگار: ناشر نقوی

Published: -نو..."
2021\11\20250618_130434_اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون.txt,سیاست,politics,"Title: اردو افسانے میں تقسیم ہند کے مسائل اور کرب - مضمون نگار: ساجد علی قادری

Published: -اکتوبر 2..."
2021\11\20250618_130434_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_130436_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
2021\11\20250618_130438_شمیم کرہانی کی انقلابی شاعری - مضمون نگار_ اعظم عب.txt,سیاست,politics,"Title: شمیم کرہانی کی انقلابی شاعری - مضمون نگار: اعظم عباس شکیل

Published: -نومبر 02, 2021
Author:..."
